SYS_ID	FKS_META_T	SHORT_DSC	LGC_ID	INACTV_IND	CATEGORY_ID	OTHER_CD	LONG_DSC
652	DOC_INFC	Personal Service	0050	N	 	 	 
653	DOC_INFC	Substituted Service	0100	N	 	 	 
654	DOC_INFC	Certified or Return Receipt Requested	0150	N	 	 	 
655	DOC_INFC	First Class Mail	0200	N	 	 	 
656	DOC_INFC	First Class Mail to Grandparent	0205	N	 	 	 
5610	DOC_INFC	Notice Given By Court	0210	N	 	 	 
657	DOC_INFC	In Person	0250	N	 	 	 
658	DOC_INFC	Telephone	0300	N	 	 	 
659	DOC_INFC	Telegram	0350	N	 	 	 
660	DOC_INFC	Publication	0400	N	 	 	 
3144	DOC_INFC	Registered Mail	0425	N	 	 	 
661	DOC_INFC	Other	0450	N	 	 	 
6323	DOC_INFC	Certified or Regstrd, Rtrn Recpt Reqsted	0500	N	 	 	 
662	DOE_ST_C	Exempt-Credentialed School Teacher	0001	N	 	 	 
663	DOE_ST_C	Not Cleared-School Credentials Revoked	0002	N	 	 	 
664	DOJ_ATVC	1 - Active/Working	0001	N	 	 	The person is associated with a facility, and the record is active at DOJ.
665	DOJ_ATVC	2 - Active/Not Working	0002	N	 	 	The person is not associated with a facility, but the record is active at DOJ.
666	DOJ_ATVC	3 - Inactive at DOJ	0003	N	 	 	CDSS has notified DOJ that it is no longer interested in receiving updated criminal information on the person.
2198	DOJ_ATVC	4 - Not Active/Working	0004	N	 	 	The person is not associated with a facility and the record is active at DOJ.
668	DOJ_ATVC	5 - Never Active	0005	N	 	 	The criminal record clearance process was not completed and the person was  never active at DOJ.
671	DSP_RSNC	Child Dead Prior To Referral Date	01	N	 	Y	 
672	DSP_RSNC	Child Died During Investigation	01	N	 	N	 
673	DSP_RSNC	Child Does Not Exist	20	N	 	Y	 
679	DSP_RSNC	Contact Attempted, Can't Locate	20	N	 	N	 
670	DSP_RSNC	Child Appears On Linked Referral	21	Y	 	N	 
675	DSP_RSNC	Child Not At Risk	21	N	 	N	 
676	DSP_RSNC	Child Not Involved in Incident	22	N	 	Y	 
678	DSP_RSNC	Child Unrelated to Family	22	N	 	Y	 
682	DSP_RSNC	Situation Stabilized	23	N	 	N	 
677	DSP_RSNC	Child Placed For Adoption	26	N	 	N	 
674	DSP_RSNC	Child Emancipated/Reached Majority	30	N	 	N	 
680	DSP_RSNC	Loss Of Contact With Child	32	N	 	N	 
669	DSP_RSNC	Child Already in a CWD-CWS Case	63	N	 	N	 
681	DSP_RSNC	Open New CWD-CWS Case	70	N	 	N	 
6450	DSP_RSNC	Open New Non-CWD Case	71	N	 	N	 
6451	DSP_RSNC	Child Already in a Non-CWD Case	72	N	 	N	 
2166	DSTR_OFC	Santa Rosa Child Care	01	N	 	 	 
683	DSTR_OFC	Bay Area Child Care	02	N	 	 	 
708	DSTR_OFC	Sacramento Child Care	03	N	 	 	 
694	DSTR_OFC	Fresno Child Care	04	N	 	 	 
704	DSTR_OFC	Peninsula Child Care	05	N	 	 	 
713	DSTR_OFC	Santa Ana Child Care	06	N	 	 	 
712	DSTR_OFC	San Jose Child Care	07	N	 	 	 
710	DSTR_OFC	San Diego Residential	08	N	 	 	 
706	DSTR_OFC	Riverside Child Care	09	N	 	 	 
691	DSTR_OFC	Chico Child Care	13	N	 	 	 
711	DSTR_OFC	San Francisco Residential	14	N	 	 	 
686	DSTR_OFC	Central Coast Child Care	17	N	 	 	 
707	DSTR_OFC	Riverside Residential	19	N	 	 	 
685	DSTR_OFC	Carlsbad Child Care	20	N	 	 	 
2167	DSTR_OFC	Santa Rosa Residential	21	N	 	 	 
714	DSTR_OFC	Santa Ana Residential	22	N	 	 	 
709	DSTR_OFC	Sacramento Residential	23	N	 	 	 
695	DSTR_OFC	Fresno Residential	24	N	 	 	 
692	DSTR_OFC	Chico Residential	25	N	 	 	 
684	DSTR_OFC	Campbell Residential	26	N	 	 	 
687	DSTR_OFC	Central Coast Residential	29	N	 	 	 
697	DSTR_OFC	L.A. Northwest Child Day Care	30	N	 	 	 
699	DSTR_OFC	L.A. Residential Northern Valleys	31	N	 	 	 
698	DSTR_OFC	L.A. Residential East	32	N	 	 	 
696	DSTR_OFC	L.A. Child Day Care East	33	N	 	 	 
700	DSTR_OFC	L.A. Residential West	34	N	 	 	 
703	DSTR_OFC	Northern Region	40	N	 	 	 
693	DSTR_OFC	Coastal Region	42	N	 	 	 
702	DSTR_OFC	Los Angeles Region	44	N	 	 	 
2168	DSTR_OFC	Southern Region	46	N	 	 	 
688	DSTR_OFC	Central Operations - 02	50	N	 	 	 
705	DSTR_OFC	RCFE Certification	55	N	 	 	 
689	DSTR_OFC	Central Operations - 03	60	N	 	 	 
690	DSTR_OFC	Centralized Fingerprint Unit	75	N	 	 	 
701	DSTR_OFC	LIS Unit	98	N	 	 	 
715	DTH_CIRC	Accidental	0001	N	 	 	 
716	DTH_CIRC	Confirmed Abuse	0002	N	 	 	 
3145	DTH_CIRC	Homicide	0003	N	 	 	 
717	DTH_CIRC	Natural Causes	0004	N	 	 	 
718	DTH_CIRC	Suicide	0005	N	 	 	 
719	DTH_CIRC	Suspected Abuse	0006	N	 	 	 
720	DTH_CIRC	Undetermined	0007	N	 	 	 
722	ED_GRD_C	Preschool	0001	N	 	 	 
721	ED_GRD_C	K	0002	N	 	 	 
723	ED_GRD_C	1	0003	N	 	 	 
724	ED_GRD_C	2	0004	N	 	 	 
725	ED_GRD_C	3	0005	N	 	 	 
726	ED_GRD_C	4	0006	N	 	 	 
727	ED_GRD_C	5	0007	N	 	 	 
728	ED_GRD_C	6	0008	N	 	 	 
729	ED_GRD_C	7	0009	N	 	 	 
730	ED_GRD_C	8	0010	N	 	 	 
731	ED_GRD_C	9	0011	N	 	 	 
732	ED_GRD_C	10	0012	N	 	 	 
733	ED_GRD_C	11	0013	N	 	 	 
734	ED_GRD_C	12	0014	N	 	 	 
735	ED_GRD_C	13	0015	N	 	 	 
736	ED_GRD_C	14	0016	N	 	 	 
737	ED_GRD_C	15	0017	N	 	 	 
738	ED_GRD_C	16	0018	N	 	 	 
739	ED_REC_C	Attendance Record	0001	N	 	 	 
740	ED_REC_C	Child Evaluation	0002	N	 	 	 
741	ED_REC_C	IEP	0003	N	 	 	 
3146	ED_REC_C	IFSP (age 0-3)	0004	N	 	 	 
742	ED_REC_C	Progress Record	0005	N	 	 	 
743	ED_REC_C	Year-End Report Card	0006	N	 	 	 
6884	ED_REC_C	CAHSEE	0007	N	 	 	 
6885	ED_REC_C	Standardized Testing	0008	N	 	 	 
6061	EDPP_TPC	Deaf	0001	N	 	df	 
6062	EDPP_TPC	Deaf and Blind	0002	N	 	db	 
6063	EDPP_TPC	Hard of Hearing	0003	N	 	hh	 
6064	EDPP_TPC	Mentally Retarded	0004	N	 	mr	 
6065	EDPP_TPC	Multihandicapped	0005	N	 	mh	 
6066	EDPP_TPC	Orthopedically Impaired	0006	N	 	oi	 
6067	EDPP_TPC	Other Health Impaired	0007	N	 	oh	 
6068	EDPP_TPC	Seriously Emotionally Disturbed	0008	N	 	se	 
6069	EDPP_TPC	Specific Learning Disabled	0009	N	 	sl	 
6070	EDPP_TPC	Speech Impaired	0010	N	 	si	 
6071	EDPP_TPC	Visually Handicapped	0011	N	 	vh	 
3147	EDUC_TPC	Eighth Grade or Less	0001	N	 	 	 
3148	EDUC_TPC	Some High School	0002	N	 	 	 
3149	EDUC_TPC	High School or Equivalent	0003	N	 	 	 
3150	EDUC_TPC	Technical Training beyond High School	0004	N	 	 	 
3151	EDUC_TPC	Some College or College-Level courses	0005	N	 	 	 
3152	EDUC_TPC	College Graduate	0006	N	 	 	 
3153	EDUC_TPC	Post-Graduate Education	0007	N	 	 	 
744	ELG_DNLC	Age Limitations of program	0001	N	 	 	 
745	ELG_DNLC	Does not meet residence requirement	0002	N	 	 	 
746	ELG_DNLC	Does not pass 150% eligibility test	0003	N	 	 	 
747	ELG_DNLC	Established res. in other county/state	0004	N	 	 	 
748	ELG_DNLC	Failure to complete application process	0005	N	 	 	 
749	ELG_DNLC	Failure to provide essential information	0006	N	 	 	 
750	ELG_DNLC	Failed to provide info re:spouses income	0007	N	 	 	 
751	ELG_DNLC	Income exceeds allowable needs	0008	N	 	 	 
752	ELG_DNLC	Ineligible because of alien status	0009	N	 	 	 
753	ELG_DNLC	IPV penalty applied to AU	0010	N	 	 	 
754	ELG_DNLC	Lives in non-medical public institution	0011	N	 	 	 
755	ELG_DNLC	Miller vs. Youakim	0012	N	 	 	 
756	ELG_DNLC	Non-approval due to death	0013	N	 	 	 
757	ELG_DNLC	Non-approval due to Intercounty transfer	0014	N	 	 	 
758	ELG_DNLC	Non-approval due to other reason	0015	N	 	 	 
759	ELG_DNLC	Non-approval due to app withdrawal	0016	N	 	 	 
760	ELG_DNLC	Not deprived of parental support	0017	N	 	 	 
761	ELG_DNLC	Not living with rel of rqd relationship	0018	N	 	 	 
762	ELG_DNLC	Other reason for denial not listed above	0019	N	 	 	 
763	ELG_DNLC	Participation in strike	0020	N	 	 	 
764	ELG_DNLC	Property exceeds allowable limits	0021	N	 	 	 
765	ELG_DNLC	Receiving aid in another county	0022	N	 	 	 
766	ELG_DNLC	Refused suitable work - oth refrl source	0023	N	 	 	 
767	ELG_DNLC	Refused suitable work - referred by EDD	0024	N	 	 	 
768	ELG_DNLC	Refused to accept education or training	0025	N	 	 	 
769	ELG_DNLC	Refused to participate in CWEP	0026	N	 	 	 
770	ELG_DNLC	Refused to register for and seek work	0027	N	 	 	 
771	ELG_DNLC	Unable to locate applicant	0028	N	 	 	 
772	ELG_DNLC	Unemployed parent gets a job	0029	N	 	 	 
773	ELG_TRMC	Absent Parent returned to home	0001	N	 	 	 
774	ELG_TRMC	Age requirement - 18 or 19 years old	0002	N	 	 	 
775	ELG_TRMC	Became resident of public institution	0003	N	 	 	 
776	ELG_TRMC	Child no longer in foster care	0004	N	 	 	 
777	ELG_TRMC	Death	0005	N	 	 	 
778	ELG_TRMC	Discontinued at client's written request	0006	N	 	 	 
779	ELG_TRMC	Earnings exceed MBSAC	0007	N	 	 	 
780	ELG_TRMC	Excess real/personal property	0008	N	 	 	 
781	ELG_TRMC	Failed to provide essential information	0009	N	 	 	 
782	ELG_TRMC	Failure to cooperate with DA	0010	N	 	 	 
783	ELG_TRMC	Income exceeds 185% of MBSAC	0011	N	 	 	 
784	ELG_TRMC	Income exceeds MBSAC	0012	N	 	 	 
785	ELG_TRMC	Incm exceeds MBSAC 4 mnth limt of 30 1/3	0013	N	 	 	 
786	ELG_TRMC	Ineligible because of alien status	0014	N	 	 	 
787	ELG_TRMC	Legal guardian of fed eligible child	0015	N	 	 	 
788	ELG_TRMC	Lump Sum pmt - ineligible over 2 months	0016	N	 	 	 
789	ELG_TRMC	No longer an eligible child in home	0017	N	 	 	 
790	ELG_TRMC	Not living in California	0018	N	 	 	 
791	ELG_TRMC	Other non-financial reason not listed	0019	N	 	 	 
792	ELG_TRMC	Other reason not listed above	0020	N	 	 	 
793	ELG_TRMC	Parent no longer incapacitated	0021	N	 	 	 
794	ELG_TRMC	Participation in a strike	0022	N	 	 	 
795	ELG_TRMC	Refused other procedural requirements	0023	N	 	 	 
796	ELG_TRMC	Refused property utilization requiremnts	0024	N	 	 	 
797	ELG_TRMC	Refused to participate in WIN program	0025	N	 	 	 
798	ELG_TRMC	Refused to provide non-CA-7 related info	0026	N	 	 	 
799	ELG_TRMC	Refused to register with EDD	0027	N	 	 	 
800	ELG_TRMC	Refused to seek work in other program	0028	N	 	 	 
801	ELG_TRMC	Stepparent contribution	0029	N	 	 	 
802	ELG_TRMC	Time expired refugee - 18 month limit	0030	N	 	 	 
803	ELG_TRMC	Transfer from EA-foster care to FH	0031	N	 	 	 
804	ELG_TRMC	Transfer from EA-shelter care to FH	0032	N	 	 	 
805	ELG_TRMC	Transferred to another county	0033	N	 	 	 
806	ELG_TRMC	U-Parent does not meet other criteria	0034	N	 	 	 
807	ELG_TRMC	U-Parent employed over 100 hours	0035	N	 	 	 
808	ELG_TRMC	Vendor/protective payee plan noncoopratn	0036	N	 	 	 
809	ELG_TRMC	Whereabouts unknown or lost contact	0037	N	 	 	 
3154	EMPS_TPC	Employed at Home	0001	N	 	 	 
3155	EMPS_TPC	Employed Full Time	0002	N	 	 	 
3156	EMPS_TPC	Employed Part Time	0003	N	 	 	 
3157	EMPS_TPC	Not Employed	0004	N	 	 	 
3158	EMPS_TPC	Self Employed	0005	N	 	 	 
3159	EMPS_TPC	Student, Not Working	0006	N	 	 	 
814	ERL_TRMC	Deceased	0001	N	 	 	 
815	ERL_TRMC	Dropped Out	0002	N	 	 	 
3160	ERL_TRMC	Emancipated	0003	N	 	 	 
816	ERL_TRMC	Excluded From Public Schools	0004	N	 	 	 
817	ERL_TRMC	Expelled	0005	N	 	 	 
3161	ERL_TRMC	GED	0006	Y	 	 	 
818	ERL_TRMC	Graduated	0007	N	 	 	 
819	ERL_TRMC	Residence Change	0008	N	 	 	 
5752	ERL_TRMC	Transferred	0009	N	 	 	 
6078	ERL_TRMC	School Closure	0010	N	 	 	 
6275	ERL_TRMC	New School Opened	0011	N	 	 	 
6276	ERL_TRMC	Promoted	0012	N	 	 	 
6277	ERL_TRMC	Placement Change	0013	N	 	 	 
6673	ERL_TRMC	No Longer In Best Interest	0014	N	 	 	 
6674	ERL_TRMC	Transferred To School Of Origin	0015	N	 	 	 
839	ETHNCTYC	White*	01	N	 	01	White
840	ETHNCTYC	White - Armenian*	01	N	 	01	White
841	ETHNCTYC	White - Central American*	01	N	 	01	White
842	ETHNCTYC	White - European*	01	N	 	01	White
843	ETHNCTYC	White - Middle Eastern*	01	N	 	01	White
844	ETHNCTYC	White - Romanian*	01	N	 	01	White
3163	ETHNCTYC	Central American	01	N	 	02	White
830	ETHNCTYC	Hispanic	02	N	 	02	White
3162	ETHNCTYC	Caribbean	02	N	 	02	White
3164	ETHNCTYC	Mexican	02	N	 	02	White
3165	ETHNCTYC	South American	02	N	 	02	White
823	ETHNCTYC	Black*	03	N	 	03	Black or African American
834	ETHNCTYC	Other Asian/Pacific Islander*	04	Y	 	17	 
835	ETHNCTYC	Hmong*	04	N	 	17	Native Hawaiian or Other Pacific Islander
836	ETHNCTYC	Polynesian*	04	N	 	17	Native Hawaiian or Other Pacific Islander
5922	ETHNCTYC	Other Asian*	04	N	 	17	Asian
5923	ETHNCTYC	Other Pacific Islander*	04	N	 	17	Native Hawaiian or Other Pacific Islander
820	ETHNCTYC	Alaskan Native*	05	N	 	05	American Indian or Alaskan Native
821	ETHNCTYC	American Indian*	06	N	 	05	American Indian or Alaskan Native
827	ETHNCTYC	Filipino*	07	N	 	07	Asian
6351	ETHNCTYC	Unable to Determine*	99	N	 	99	Unable to Determine
6352	ETHNCTYC	Declines to State*	99	N	 	99	Declines to State
6453	ETHNCTYC	Other Race Unknown*	99	N	 	99	 
825	ETHNCTYC	Chinese*	C	N	 	06	Asian
826	ETHNCTYC	Ethiopian*	E	N	 	03	Black or African American
824	ETHNCTYC	Cambodian*	H	N	 	16	Asian
831	ETHNCTYC	Japanese*	J	N	 	08	Asian
832	ETHNCTYC	Korean*	K	N	 	09	Asian
837	ETHNCTYC	Samoan*	M	N	 	10	Native Hawaiian or Other Pacific Islander
822	ETHNCTYC	Asian Indian*	N	N	 	13	Asian
829	ETHNCTYC	Hawaiian*	P	N	 	11	Native Hawaiian or Other Pacific Islander
828	ETHNCTYC	Guamanian*	R	N	 	12	Native Hawaiian or Other Pacific Islander
833	ETHNCTYC	Laotian*	T	N	 	15	Asian
838	ETHNCTYC	Vietnamese*	V	N	 	14	Asian
6875	EXAMRSLC	Fail	0010	N	 	 	 
6876	EXAMRSLC	Pass	0020	N	 	 	 
6877	EXAMRSLC	Pending	0030	N	 	 	 
845	EXMP_STC	Additional Information Needed	0001	N	 	 	 
846	EXMP_STC	Cleared - Abbreviated Exemption	0002	Y	 	 	 
847	EXMP_STC	Cleared - Exemption Granted	0003	N	 	 	 
848	EXMP_STC	Cleared - Simplified Exemption Granted	0004	N	 	 	 
849	EXMP_STC	Exemption Needed - In Facility	0005	N	 	 	 
850	EXMP_STC	Exemption Needed - Out of Facility	0006	N	 	 	 
851	EXMP_STC	Not Cleared - Exemption Denied	0007	N	 	 	 
852	EXMP_STC	Not Cleared - Pending Exemption	0008	Y	 	 	 
853	EXMP_STC	Process Not Completed - Agency Initiated	0009	N	 	 	 
854	EXMP_STC	Process Terminated - Licensee Initiated	0010	N	 	 	 
855	EXMP_STC	Under Appeal - Conditional Approved Case	0011	N	 	 	 
856	EXMP_STC	Under Appeal - Denied Exemption Case	0012	N	 	 	 
874	FAC_LIC	Unlicensed	0001	N	 	 	 
870	FAC_LIC	Pending	0002	N	 	 	 
868	FAC_LIC	Licensed	0003	N	 	 	 
872	FAC_LIC	Provisional License	0004	N	 	 	 
871	FAC_LIC	Probationary License	0005	N	 	 	 
869	FAC_LIC	Licensed (Pending Inc Capacity/Toddler)	0006	N	 	 	 
863	FAC_LIC	Application Withdrawn	0007	N	 	 	 
862	FAC_LIC	Application Denied	0008	N	 	 	 
866	FAC_LIC	Closed, Licensee Initiated	0009	N	 	 	 
865	FAC_LIC	Closed, Agency Initiated	0010	N	 	 	 
867	FAC_LIC	Closed, Unlicensed Facility	0011	N	 	 	 
864	FAC_LIC	Certified Pending Licensure	0012	N	 	 	 
873	FAC_LIC	Revoked	0019	N	 	 	 
875	FAC_TPC	Adoption Agency	400	N	 	 	 
883	FAC_TPC	Foster Family Agency	430	N	 	 	 
891	FAC_TPC	Small Family Home	710	N	 	 	 
884	FAC_TPC	Foster Family Home	711	N	 	 	 
885	FAC_TPC	Group Home	730	N	 	 	 
877	FAC_TPC	Adult Residential	735	N	 	 	 
889	FAC_TPC	Residential Facility for Chronically ill	736	N	 	 	 
888	FAC_TPC	Residential Care for the Elderly	740	N	 	 	 
887	FAC_TPC	Rehabilitation Facility	771	Y	 	 	 
892	FAC_TPC	Social Rehabilitation Facility	772	N	 	 	 
876	FAC_TPC	Adult Day Care	775	N	 	 	 
878	FAC_TPC	Adult Social Day Care	776	N	 	 	 
882	FAC_TPC	Family Day Care	810	N	 	 	 
886	FAC_TPC	Infant Center	830	N	 	 	 
890	FAC_TPC	School Age Day Care Center	840	N	 	 	 
880	FAC_TPC	Day Care Center - Ill Children	845	N	 	 	 
879	FAC_TPC	Day Care Center	850	N	 	 	 
881	FAC_TPC	Dummy Facility	999	Y	 	 	 
5590	FAMSTR_D	Married Couple	0001	N	 	 	 
5591	FAMSTR_D	Unmarried Couple	0002	N	 	 	 
5592	FAMSTR_D	Single Female	0003	N	 	 	 
5593	FAMSTR_D	Single Male	0004	N	 	 	 
5594	FAMSTR_D	Unknown	0005	N	 	 	 
893	FC2_PINC	Income	0001	N	 	 	 
894	FC2_PINC	Property	0002	N	 	 	 
6140	FC2_PINC	CAL-Learn Sanction	0704	N	893	 	 
900	FC2_PINC	Child/Spousal Support Income	0706	N	893	CS	 
901	FC2_PINC	Disability Payments	0708	N	893	DU	 
930	FC2_PINC	Strike Benefits	0713	N	893	SB	 
931	FC2_PINC	Social Security Disability	0713	N	893	SD	 
3284	FC2_PINC	Insurance Benefits	0713	N	893	 	 
3285	FC2_PINC	Interest	0714	N	893	 	 
3280	FC2_PINC	Do Not Re-issue Warrant	0715	N	893	 	 
902	FC2_PINC	Earnings	0717	N	893	ER	 
3287	FC2_PINC	Veterans Benefits	0719	N	893	 	 
936	FC2_PINC	Social Security	0721	N	893	SS	 
938	FC2_PINC	Social Security Survivors	0721	N	893	SV	 
3288	FC2_PINC	Pension, Veteran	0723	N	893	 	 
921	FC2_PINC	Pension	0724	N	893	PN	 
927	FC2_PINC	Railroad Retirement	0725	N	893	RR	 
942	FC2_PINC	UIB	0730	N	893	UB	 
906	FC2_PINC	Other Countable Income	0731	N	893	IN	 
3286	FC2_PINC	Non-fraud Overpayment	0734	N	893	 	 
3282	FC2_PINC	Fraud Overpayment	0735	N	893	 	 
3279	FC2_PINC	Annuities	0738	N	893	 	 
3283	FC2_PINC	Gross Earned Income	0741	N	893	 	 
946	FC2_PINC	Worker's Compensation	0743	N	893	WC	 
3281	FC2_PINC	Duplicate Warrant Adjustment	0744	N	893	 	 
934	FC2_PINC	Social Security SSI	0747	N	893	SI	 
3278	FC2_PINC	AFDC/FC/U for Foster Care	0749	N	893	 	 
947	FC2_PINC	Burial Trust	B1	N	894	B1	 
948	FC2_PINC	Burial Plots/Vaults/Crypt	B2	N	894	B2	 
895	FC2_PINC	Rm/Brd Not As Self Employment Enterprise	BU	N	893	BU	 
896	FC2_PINC	Cash Donation	CD	N	893	CD	 
897	FC2_PINC	Contribution From Private Non Profit Org	CN	N	893	CN	 
898	FC2_PINC	Contributions	CO	N	893	CO	 
899	FC2_PINC	Sale of Real Prop Under Contract of Sale	CR	N	893	CR	 
949	FC2_PINC	Life Estate-Personal Property	EP	N	894	EP	 
950	FC2_PINC	Life Estate-Real Property	ER	N	894	ER	 
903	FC2_PINC	Rental From Farm Equipment	FE	N	893	FE	 
904	FC2_PINC	Agent Orange Govt Monthly Payment	GM	N	893	GM	 
951	FC2_PINC	Life Insurance	I1	N	894	I1	 
905	FC2_PINC	Income from Gifts	IG	N	893	IG	 
907	FC2_PINC	Irregular And Infrequent Income	IR	N	893	IR	 
908	FC2_PINC	Jury Duty	JD	N	893	JD	 
909	FC2_PINC	JTPA Income	JT	N	893	JT	 
952	FC2_PINC	Cash On Hand	L1	N	894	L1	 
953	FC2_PINC	Savings Account	L2	N	894	L2	 
954	FC2_PINC	Checking Account	L3	N	894	L3	 
955	FC2_PINC	Uncashed Checks	L4	N	894	L4	 
956	FC2_PINC	Tax Refund	L5	N	894	L5	 
957	FC2_PINC	Credit Union Account	L6	N	894	L6	 
958	FC2_PINC	Trust Fund	L7	N	894	L7	 
959	FC2_PINC	IRA/KEOGH	L8	N	894	L8	 
960	FC2_PINC	Retirement Funds	L9	N	894	L9	 
961	FC2_PINC	EMP/DEF Comp	LA	N	894	LA	 
962	FC2_PINC	Stocks/Bonds	LB	N	894	LB	 
963	FC2_PINC	CD/Money Markets	LC	N	894	LC	 
964	FC2_PINC	Oil/Mining Mineral Rights	LD	N	894	LD	 
910	FC2_PINC	Sale of Crops	LE	N	893	LE	 
965	FC2_PINC	Notes/Contracts of Sale	LE	N	894	LE	 
911	FC2_PINC	Income From Partial Life Support	LF	N	893	LF	 
966	FC2_PINC	Mortgage Trust Deeds	LF	N	894	LF	 
912	FC2_PINC	Sale of Livestock/Poultry	LP	N	893	LP	 
913	FC2_PINC	Legal Settlement	LS	N	893	LS	 
914	FC2_PINC	Lump Sum Income	LU	N	893	LU	 
915	FC2_PINC	Loans Without Repayment Plan	LW	N	893	LW	 
967	FC2_PINC	Mobile Home	M1	N	894	M1	 
916	FC2_PINC	Legal Settlement Paid Monthly	ML	N	893	ML	 
917	FC2_PINC	Non-Recurring Winnings (Bingo/Lottery)	NW	N	893	NW	 
918	FC2_PINC	Private St or Lcl Govt Agency Disab Inc	OD	N	893	OD	 
919	FC2_PINC	Private St or Lcl Govt Agency Other Inc	OO	N	893	OO	 
920	FC2_PINC	Private St or Lcl Gov Agency Retire Inc	OR	N	893	OR	 
968	FC2_PINC	Campers/Trailers	P1	N	894	P1	 
969	FC2_PINC	Boats	P2	N	894	P2	 
970	FC2_PINC	Recreational Vehicles	P3	N	894	P3	 
971	FC2_PINC	Musical Instrument	P4	N	894	P4	 
972	FC2_PINC	Power Tools	P5	N	894	P5	 
973	FC2_PINC	Recreational Equipment	P6	N	894	P6	 
974	FC2_PINC	Farm Equipment	P7	N	894	P7	 
975	FC2_PINC	Livestock And Fowl	P8	N	894	P8	 
976	FC2_PINC	Jewelry	P9	N	894	P9	 
977	FC2_PINC	Household Goods	PA	N	894	PA	 
978	FC2_PINC	Self Employ. Tools/Equip	PB	N	894	PB	 
979	FC2_PINC	Artwork/Collection	PC	N	894	PC	 
980	FC2_PINC	Antiques	PD	N	894	PD	 
981	FC2_PINC	Self Employment Tools	PE	N	894	PE	 
982	FC2_PINC	Cameras	PF	N	894	PF	 
983	FC2_PINC	Computers	PG	N	894	PG	 
984	FC2_PINC	Pets	PH	N	894	PH	 
985	FC2_PINC	Guns	PI	N	894	PI	 
922	FC2_PINC	Rental From Pers Prop Not Farm Equipment	PP	N	893	PP	 
986	FC2_PINC	Real Property	R1	N	894	R1	 
923	FC2_PINC	Room/Board As Self Employment Enterprise	RB	N	893	RB	 
924	FC2_PINC	Railroad Disability	RD	N	893	RD	 
925	FC2_PINC	Room Rent As Self Employment Enterprise	RO	N	893	RO	 
926	FC2_PINC	Rental From Real Property	RP	N	893	RP	 
928	FC2_PINC	Rm Rent Not As Self Employmnt Enterprise	RU	N	893	RU	 
929	FC2_PINC	Recurring Winnings (Bingo/Lottery)	RW	N	893	RW	 
932	FC2_PINC	Self Employment	SE	N	893	SE	 
933	FC2_PINC	Self Employment Farming	SF	N	893	SF	 
935	FC2_PINC	Social Security Ret	SR	N	893	SR	 
937	FC2_PINC	Student Income	SU	N	893	SU	 
939	FC2_PINC	Other Training	TG	N	893	TG	 
940	FC2_PINC	Tips	TP	N	893	TP	 
941	FC2_PINC	Title-II	TT	N	893	TT	 
987	FC2_PINC	Cars/Vans/Trucks	V1	N	894	V1	 
988	FC2_PINC	Motor Homes	V2	N	894	V2	 
989	FC2_PINC	Motorcycles	V3	N	894	V3	 
943	FC2_PINC	Veteran Disability	VD	N	893	VD	 
944	FC2_PINC	Veteran Military Allotment	VM	N	893	VM	 
945	FC2_PINC	Vacation Pay	VP	N	893	VP	 
3169	FFH_TYPC	Administrative Action Pending	0001	N	 	 	 
3170	FFH_TYPC	Close & Reopen	0002	N	 	 	 
3171	FFH_TYPC	Emergency Shelter Home (ESH) Backup Home	0003	N	 	 	 
3172	FFH_TYPC	Emergency Satellite Care	0004	N	 	 	 
3173	FFH_TYPC	Fost - Adopt	0005	N	 	 	 
3174	FFH_TYPC	Limited Foster Care-Agency Involvement	0006	N	 	 	 
3175	FFH_TYPC	Limited Foster Care-No Agency Involvemnt	0007	N	 	 	 
3176	FFH_TYPC	Medically Fragile	0008	N	 	 	 
3177	FFH_TYPC	Medically Fragile - Options Program	0009	N	 	 	 
3178	FFH_TYPC	Open - Not Trained	0010	N	 	 	 
3179	FFH_TYPC	Open	0011	N	 	 	 
3180	FFH_TYPC	Special	0012	N	 	 	 
3181	FFH_TYPC	Specialized Adolescent Care	0013	N	 	 	 
3182	FFH_TYPC	Therapeutic Homes	0014	N	 	 	 
3296	FFH_TYPC	State Licensed Facility for Children	0015	N	 	 	 
3297	FFH_TYPC	Youth Services Home	0016	N	 	 	 
3298	FFH_TYPC	Mental Health	0017	N	 	 	 
3299	FFH_TYPC	Adoption Application Pending	0018	N	 	 	 
3300	FFH_TYPC	Other	0019	N	 	 	 
3301	FFH_TYPC	Foster Home Pending	0020	N	 	 	 
3302	FFH_TYPC	Fost - Adopt Pending	0021	N	 	 	 
3303	FFH_TYPC	Adoption Pending - Relative	0022	N	 	 	 
3304	FFH_TYPC	Approved Adoption Home	0023	N	 	 	 
3305	FFH_TYPC	Foster Care Priority Placement	0024	N	 	 	 
3306	FFH_TYPC	Adoption Special Child	0025	N	 	 	 
3307	FFH_TYPC	Indian Special Child	0026	N	 	 	 
3308	FFH_TYPC	Probation Special Child	0027	N	 	 	 
3309	FFH_TYPC	Other Special Child	0028	N	 	 	 
990	FMY_STGC	Absent parent supportive	0001	Y	 	 	 
991	FMY_STGC	Child care adequate	0002	N	 	 	 
992	FMY_STGC	Housing adequate	0003	N	 	 	 
993	FMY_STGC	Personal hygiene adequate	0004	N	 	 	 
994	FMY_STGC	Medical care adequate	0005	N	 	 	 
